no[#]	date_a	time_a	date_b	time_b	PA_a[deg]	PA_b[deg]	clong a[deg]	clong b[deg]	hlong a[deg]	hlong b[deg]	angle e-a[deg]	angle b-e[deg]	angle b-a[deg]	evento_a	evento_b	preevento_a_1h	preevento_b_1h	preevento_a_2h	preevento_b_2h	pre_a_3h_download_cor1	pre_b_3h_download_cor1	preevento_a_3h	preevento_b_3h	pre_a_2h_download_cor1	pre_b_2h_download_cor1
561	2010-12-07	00:08:15	2010-12-06	23:09:08	135	225	310.098	138.484	85.005	-86.609	85.065	86.617	*	2010-12-07 00:08:15	2010-12-06 23:09:08	2010-12-06 23:08:15	2010-12-06 22:09:08	2010-12-06 22:08:15	2010-12-06 21:09:08	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101206/', '20101206_211000_s4c1A.fts', '20101206_211009_s4c1A.fts', '20101206_211018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101206/', '20101206_201000_s4c1B.fts', '20101206_201009_s4c1B.fts', '20101206_201018_s4c1B.fts']	2010/12/06 21:08:15	2010/12/06 20:09:08	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101206/', '20101206_221000_s4c1A.fts', '20101206_221009_s4c1A.fts', '20101206_221018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101206/', '20101206_211000_s4c1B.fts', '20101206_211009_s4c1B.fts', '20101206_211018_s4c1B.fts']
562	2010-12-07	17:08:15	2010-12-07	19:09:07	90	270	300.251	128.516	85.032	-86.703	85.079	86.723	*	2010-12-07 17:08:15	2010-12-07 19:09:07	2010-12-07 16:08:15	2010-12-07 18:09:07	2010-12-07 15:08:15	2010-12-07 17:09:07	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101207/', '20101207_141000_s4c1A.fts', '20101207_141009_s4c1A.fts', '20101207_141018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101207/', '20101207_161000_s4c1B.fts', '20101207_161009_s4c1B.fts', '20101207_161018_s4c1B.fts']	2010/12/07 14:08:15	2010/12/07 16:09:07	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101207/', '20101207_151000_s4c1A.fts', '20101207_151009_s4c1A.fts', '20101207_151018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101207/', '20101207_171000_s4c1B.fts', '20101207_171009_s4c1B.fts', '20101207_171018_s4c1B.fts']
563	2010-12-08	15:08:15	2010-12-08	16:09:07	45	315	288.205	116.322	85.065	-86.818	85.097	86.853	*	2010-12-08 15:08:15	2010-12-08 16:09:07	2010-12-08 14:08:15	2010-12-08 15:09:07	2010-12-08 13:08:15	2010-12-08 14:09:07	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101208/', '20101208_121000_s4c1A.fts', '20101208_121009_s4c1A.fts', '20101208_121018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101208/', '20101208_131000_s4c1B.fts', '20101208_131009_s4c1B.fts', '20101208_131018_s4c1B.fts']	2010/12/08 12:08:15	2010/12/08 13:09:07	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101208/', '20101208_131000_s4c1A.fts', '20101208_131009_s4c1A.fts', '20101208_131018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101208/', '20101208_141000_s4c1B.fts', '20101208_141009_s4c1B.fts', '20101208_141018_s4c1B.fts']
564	2010-12-10	12:08:15	2010-12-10	14:09:07	315	45	263.567	91.382	85.132	-87.053	85.133	*	*	2010-12-10 12:08:15	2010-12-10 14:09:07	2010-12-10 11:08:15	2010-12-10 13:09:07	2010-12-10 10:08:15	2010-12-10 12:09:07	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101210/', '20101210_091000_s4c1A.fts', '20101210_091009_s4c1A.fts', '20101210_091018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101210/', '20101210_111000_s4c1B.fts', '20101210_111009_s4c1B.fts', '20101210_111018_s4c1B.fts']	2010/12/10 09:08:15	2010/12/10 11:09:07	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101210/', '20101210_101000_s4c1A.fts', '20101210_101009_s4c1A.fts', '20101210_101018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101210/', '20101210_121000_s4c1B.fts', '20101210_121009_s4c1B.fts', '20101210_121018_s4c1B.fts']
565	2010-12-11	08:08:15	2010-12-11	17:09:07	270	45	252.616	80.298	85.162	-87.156	85.149	*	*	2010-12-11 08:08:15	2010-12-11 17:09:07	2010-12-11 07:08:15	2010-12-11 16:09:07	2010-12-11 06:08:15	2010-12-11 15:09:07	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101211/', '20101211_050500_s4c1A.fts', '20101211_050509_s4c1A.fts', '20101211_050518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101211/', '20101211_141000_s4c1B.fts', '20101211_141009_s4c1B.fts', '20101211_141018_s4c1B.fts']	2010/12/11 05:08:15	2010/12/11 14:09:07	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101211/', '20101211_060500_s4c1A.fts', '20101211_060509_s4c1A.fts', '20101211_060518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101211/', '20101211_151000_s4c1B.fts', '20101211_151009_s4c1B.fts', '20101211_151018_s4c1B.fts']
566a	2010-12-12	08:08:15	2010-12-12	10:09:06	45/135	225/315	239.476	66.999	85.198	-87.280	85.168	87.370	172.538	2010-12-12 08:08:15	2010-12-12 10:09:06	2010-12-12 07:08:15	2010-12-12 09:09:06	2010-12-12 06:08:15	2010-12-12 08:09:06	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101212/', '20101212_050500_s4c1A.fts', '20101212_050509_s4c1A.fts', '20101212_050518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101212/', '20101212_071000_s4c1B.fts', '20101212_071009_s4c1B.fts', '20101212_071018_s4c1B.fts']	2010/12/12 05:08:15	2010/12/12 07:09:06	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101212/', '20101212_060500_s4c1A.fts', '20101212_060509_s4c1A.fts', '20101212_060518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101212/', '20101212_081000_s4c1B.fts', '20101212_081009_s4c1B.fts', '20101212_081018_s4c1B.fts']
566b	2010-12-12	*	2010-12-12	*	*	*	*	*	*	*	*	*	*			NaT	NaT	NaT	NaT	*	*			*	*
567	2010-12-12	17:08:15	2010-12-12	19:09:06	135	225	234.549	62.012	85.211	-87.326	*	*	*	2010-12-12 17:08:15	2010-12-12 19:09:06	2010-12-12 16:08:15	2010-12-12 18:09:06	2010-12-12 15:08:15	2010-12-12 17:09:06	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101212/', '20101212_141000_s4c1A.fts', '20101212_141009_s4c1A.fts', '20101212_141018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101212/', '20101212_161000_s4c1B.fts', '20101212_161009_s4c1B.fts', '20101212_161018_s4c1B.fts']	2010/12/12 14:08:15	2010/12/12 16:09:06	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101212/', '20101212_151000_s4c1A.fts', '20101212_151009_s4c1A.fts', '20101212_151018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101212/', '20101212_171000_s4c1B.fts', '20101212_171009_s4c1B.fts', '20101212_171018_s4c1B.fts']
568a	2010-12-14	18:08:15	2010-12-14	19:09:06	45	315	207.721	34.862	85.283	-87.575	85.214	87.702	172.916	2010-12-14 18:08:15	2010-12-14 19:09:06	2010-12-14 17:08:15	2010-12-14 18:09:06	2010-12-14 16:08:15	2010-12-14 17:09:06	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101214/', '20101214_151000_s4c1A.fts', '20101214_151009_s4c1A.fts', '20101214_151018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101214/', '20101214_161000_s4c1B.fts', '20101214_161009_s4c1B.fts', '20101214_161018_s4c1B.fts']	2010/12/14 15:08:15	2010/12/14 16:09:06	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101214/', '20101214_161000_s4c1A.fts', '20101214_161009_s4c1A.fts', '20101214_161018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101214/', '20101214_171000_s4c1B.fts', '20101214_171009_s4c1B.fts', '20101214_171018_s4c1B.fts']
568b	2010-12-14	*	2010-12-14	*	*	*	*	*	*	*	*	*	*			NaT	NaT	NaT	NaT	*	*			*	*
569	2010-12-15	20:08:15	2010-12-15	21:09:06	90	270	193.486	20.458	85.322	-87.707	85.234	87.850	*	2010-12-15 20:08:15	2010-12-15 21:09:06	2010-12-15 19:08:15	2010-12-15 20:09:06	2010-12-15 18:08:15	2010-12-15 19:09:06	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101215/', '20101215_171000_s4c1A.fts', '20101215_171009_s4c1A.fts', '20101215_171018_s4c1A.fts']	No data	2010/12/15 17:08:15	2010/12/15 18:09:06	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101215/', '20101215_181000_s4c1A.fts', '20101215_181009_s4c1A.fts', '20101215_181018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101215/', '20101215_200000_s4c1B.fts', '20101215_200009_s4c1B.fts', '20101215_200018_s4c1B.fts']
570	2010-12-16	11:08:15	2010-12-16	13:09:05	45	315	185.274	12.148	85.344	-87.782	85.246	87.935	*	2010-12-16 11:08:15	2010-12-16 13:09:05	2010-12-16 10:08:15	2010-12-16 12:09:05	2010-12-16 09:08:15	2010-12-16 11:09:05	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101216/', '20101216_081000_s4c1A.fts', '20101216_081009_s4c1A.fts', '20101216_081018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101216/', '20101216_101000_s4c1B.fts', '20101216_101009_s4c1B.fts', '20101216_101018_s4c1B.fts']	2010/12/16 08:08:15	2010/12/16 10:09:05	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101216/', '20101216_091000_s4c1A.fts', '20101216_091009_s4c1A.fts', '20101216_091018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101216/', '20101216_111000_s4c1B.fts', '20101216_111009_s4c1B.fts', '20101216_111018_s4c1B.fts']
571	2010-12-19	11:08:15	2010-12-19	09:09:05	90/315	270/45	146.941	333.364	*	*	*	*	*	2010-12-19 11:08:15	2010-12-19 09:09:05	2010-12-19 10:08:15	2010-12-19 08:09:05	2010-12-19 09:08:15	2010-12-19 07:09:05	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101219/', '20101219_081000_s4c1A.fts', '20101219_081009_s4c1A.fts', '20101219_081018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101219/', '20101219_061000_s4c1B.fts', '20101219_061009_s4c1B.fts', '20101219_061018_s4c1B.fts']	2010/12/19 08:08:15	2010/12/19 06:09:05	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101219/', '20101219_091000_s4c1A.fts', '20101219_091009_s4c1A.fts', '20101219_091018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101219/', '20101219_071000_s4c1B.fts', '20101219_071009_s4c1B.fts', '20101219_071018_s4c1B.fts']
572	2010-12-20	17:08:15	2010-12-20	19:09:04	45	315	129.431	315.650	85.492	-88.289	85.327	88.502	*	2010-12-20 17:08:15	2010-12-20 19:09:04	2010-12-20 16:08:15	2010-12-20 18:09:04	2010-12-20 15:08:15	2010-12-20 17:09:04	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101220/', '20101220_141000_s4c1A.fts', '20101220_141009_s4c1A.fts', '20101220_141018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101220/', '20101220_161000_s4c1B.fts', '20101220_161009_s4c1B.fts', '20101220_161018_s4c1B.fts']	2010/12/20 14:08:15	2010/12/20 16:09:04	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101220/', '20101220_151000_s4c1A.fts', '20101220_151009_s4c1A.fts', '20101220_151018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101220/', '20101220_171000_s4c1B.fts', '20101220_171009_s4c1B.fts', '20101220_171018_s4c1B.fts']
573	2010-12-21	07:08:15	2010-12-21	08:09:04	90	270	121.766	307.896	85.512	-88.357	85.338	88.579	*	2010-12-21 07:08:15	2010-12-21 08:09:04	2010-12-21 06:08:15	2010-12-21 07:09:04	2010-12-21 05:08:15	2010-12-21 06:09:04	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101221/', '20101221_041000_s4c1A.fts', '20101221_041009_s4c1A.fts', '20101221_041018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101221/', '20101221_051000_s4c1B.fts', '20101221_051009_s4c1B.fts', '20101221_051018_s4c1B.fts']	2010/12/21 04:08:15	2010/12/21 05:09:04	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101221/', '20101221_051000_s4c1A.fts', '20101221_051009_s4c1A.fts', '20101221_051018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101221/', '20101221_061000_s4c1B.fts', '20101221_061009_s4c1B.fts', '20101221_061018_s4c1B.fts']
574	2010-12-23	12:08:15	2010-12-23	13:09:04	90	270	92.750	278.547	85.588	-88.615	85.380	88.867	*	2010-12-23 12:08:15	2010-12-23 13:09:04	2010-12-23 11:08:15	2010-12-23 12:09:04	2010-12-23 10:08:15	2010-12-23 11:09:04	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101223/', '20101223_091000_s4c1A.fts', '20101223_091009_s4c1A.fts', '20101223_091018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101223/', '20101223_101000_s4c1B.fts', '20101223_101009_s4c1B.fts', '20101223_101018_s4c1B.fts']	2010/12/23 09:08:15	2010/12/23 10:09:04	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101223/', '20101223_101000_s4c1A.fts', '20101223_101009_s4c1A.fts', '20101223_101018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101223/', '20101223_111000_s4c1B.fts', '20101223_111009_s4c1B.fts', '20101223_111018_s4c1B.fts']
575	2010-12-24	16:08:15	2010-12-24	16:09:03	90	270	77.421	263.043	85.627	-88.750	85.403	89.017	*	2010-12-24 16:08:15	2010-12-24 16:09:03	2010-12-24 15:08:15	2010-12-24 15:09:03	2010-12-24 14:08:15	2010-12-24 14:09:03	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101224/', '20101224_131000_s4c1A.fts', '20101224_131009_s4c1A.fts', '20101224_131018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101224/', '20101224_131000_s4c1B.fts', '20101224_131009_s4c1B.fts', '20101224_131018_s4c1B.fts']	2010/12/24 13:08:15	2010/12/24 13:09:03	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101224/', '20101224_141000_s4c1A.fts', '20101224_141009_s4c1A.fts', '20101224_141018_s4c1A.fts']	No triada
576	2010-12-26	09:08:15	2010-12-26	10:09:03	225	135	54.975	240.344	85.684	-88.946	85.435	*	*	2010-12-26 09:08:15	2010-12-26 10:09:03	2010-12-26 08:08:15	2010-12-26 09:09:03	2010-12-26 07:08:15	2010-12-26 08:09:03	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101226/', '20101226_061000_s4c1A.fts', '20101226_061009_s4c1A.fts', '20101226_061018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101226/', '20101226_071000_s4c1B.fts', '20101226_071009_s4c1B.fts', '20101226_071018_s4c1B.fts']	2010/12/26 06:08:15	2010/12/26 07:09:03	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101226/', '20101226_071000_s4c1A.fts', '20101226_071009_s4c1A.fts', '20101226_071018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101226/', '20101226_081000_s4c1B.fts', '20101226_081009_s4c1B.fts', '20101226_081018_s4c1B.fts']
577	2010-12-27	05:08:15	2010-12-27	05:09:03	225/90	270/135	44.026	229.272	85.712	-89.042	*	*	*	2010-12-27 05:08:15	2010-12-27 05:09:03	2010-12-27 04:08:15	2010-12-27 04:09:03	2010-12-27 03:08:15	2010-12-27 03:09:03	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101227/', '20101227_021000_s4c1A.fts', '20101227_021009_s4c1A.fts', '20101227_021018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101227/', '20101227_021000_s4c1B.fts', '20101227_021009_s4c1B.fts', '20101227_021018_s4c1B.fts']	2010/12/27 02:08:15	2010/12/27 02:09:03	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101227/', '20101227_031000_s4c1A.fts', '20101227_031009_s4c1A.fts', '20101227_031018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101227/', '20101227_031000_s4c1B.fts', '20101227_031009_s4c1B.fts', '20101227_031018_s4c1B.fts']
578	2010-12-29	02:08:15	2010-12-29	05:09:02	315	45	19.390	204.362	85.773	-89.254	85.487	*	*	2010-12-29 02:08:15	2010-12-29 05:09:02	2010-12-29 01:08:15	2010-12-29 04:09:02	2010-12-29 00:08:15	2010-12-29 03:09:02	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101228/', '20101228_231000_s4c1A.fts', '20101228_231009_s4c1A.fts', '20101228_231018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101229/', '20101229_021000_s4c1B.fts', '20101229_021009_s4c1B.fts', '20101229_021018_s4c1B.fts']	2010/12/28 23:08:15	2010/12/29 02:09:02	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101229/', '20101229_001000_s4c1A.fts', '20101229_001009_s4c1A.fts', '20101229_001018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101229/', '20101229_031000_s4c1B.fts', '20101229_031009_s4c1B.fts', '20101229_031018_s4c1B.fts']
579	2010-12-29	23:08:15	2010-12-30	00:09:02	0	0	7.893	192.739	85.801	-89.353	85.504	89.685	*	2010-12-29 23:08:15	2010-12-30 00:09:02	2010-12-29 22:08:15	2010-12-29 23:09:02	2010-12-29 21:08:15	2010-12-29 22:09:02		['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101229/', '20101229_211000_s4c1B.fts', '20101229_211009_s4c1B.fts', '20101229_211018_s4c1B.fts']	2010/12/29 20:08:15	2010/12/29 21:09:02	No data	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101229/', '20101229_221000_s4c1B.fts', '20101229_221009_s4c1B.fts', '20101229_221018_s4c1B.fts']
580	2010-12-30	21:08:15	2010-12-31	03:09:02	45/315	45/315	355.849	180.563	85.830	-89.456	*	*	*	2010-12-30 21:08:15	2010-12-31 03:09:02	2010-12-30 20:08:15	2010-12-31 02:09:02	2010-12-30 19:08:15	2010-12-31 01:09:02	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101230/', '20101230_181000_s4c1A.fts', '20101230_181009_s4c1A.fts', '20101230_181018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101231/', '20101231_001000_s4c1B.fts', '20101231_001009_s4c1B.fts', '20101231_001018_s4c1B.fts']	2010/12/30 18:08:15	2010/12/31 00:09:02	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101230/', '20101230_191000_s4c1A.fts', '20101230_191009_s4c1A.fts', '20101230_191018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101231/', '20101231_011000_s4c1B.fts', '20101231_011009_s4c1B.fts', '20101231_011018_s4c1B.fts']
581	2010-12-31	11:08:15	2010-12-31	13:09:01	315	45	348.184	172.815	85.848	-89.521	85.533	*	*	2010-12-31 11:08:15	2010-12-31 13:09:01	2010-12-31 10:08:15	2010-12-31 12:09:01	2010-12-31 09:08:15	2010-12-31 11:09:01	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101231/', '20101231_081000_s4c1A.fts', '20101231_081009_s4c1A.fts', '20101231_081018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101231/', '20101231_101000_s4c1B.fts', '20101231_101009_s4c1B.fts', '20101231_101018_s4c1B.fts']	2010/12/31 08:08:15	2010/12/31 10:09:01	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20101231/', '20101231_091000_s4c1A.fts', '20101231_091009_s4c1A.fts', '20101231_091018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20101231/', '20101231_111000_s4c1B.fts', '20101231_111009_s4c1B.fts', '20101231_111018_s4c1B.fts']
582	2011-01-02	18:08:15	2011-01-02	19:09:01	270	90	*	*	*	*	*	*	*	2011-01-02 18:08:15	2011-01-02 19:09:01	2011-01-02 17:08:15	2011-01-02 18:09:01	2011-01-02 16:08:15	2011-01-02 17:09:01	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110102/', '20110102_160000_s4c1A.fts', '20110102_160009_s4c1A.fts', '20110102_160018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110102/', '20110102_161000_s4c1B.fts', '20110102_161009_s4c1B.fts', '20110102_161018_s4c1B.fts']	2011/01/02 15:08:15	2011/01/02 16:09:01	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110102/', '20110102_161000_s4c1A.fts', '20110102_161009_s4c1A.fts', '20110102_161018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110102/', '20110102_171000_s4c1B.fts', '20110102_171009_s4c1B.fts', '20110102_171018_s4c1B.fts']
583	2011-01-04	07:08:15	2011-01-04	07:09:00	270	90	*	*	*	*	*	*	*	2011-01-04 07:08:15	2011-01-04 07:09:00	2011-01-04 06:08:15	2011-01-04 06:09:00	2011-01-04 05:08:15	2011-01-04 05:09:00	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110104/', '20110104_041000_s4c1A.fts', '20110104_041009_s4c1A.fts', '20110104_041018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110104/', '20110104_041000_s4c1B.fts', '20110104_041009_s4c1B.fts', '20110104_041018_s4c1B.fts']	2011/01/04 04:08:15	2011/01/04 04:09:00	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110104/', '20110104_051000_s4c1A.fts', '20110104_051009_s4c1A.fts', '20110104_051018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110104/', '20110104_051000_s4c1B.fts', '20110104_051009_s4c1B.fts', '20110104_051018_s4c1B.fts']
584	2011-01-06	15:08:15	2011-01-06	15:09:00	270	90	*	*	*	*	*	*	*	2011-01-06 15:08:15	2011-01-06 15:09:00	2011-01-06 14:08:15	2011-01-06 14:09:00	2011-01-06 13:08:15	2011-01-06 13:09:00	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110106/', '20110106_121000_s4c1A.fts', '20110106_121009_s4c1A.fts', '20110106_121018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110106/', '20110106_121000_s4c1B.fts', '20110106_121009_s4c1B.fts', '20110106_121018_s4c1B.fts']	2011/01/06 12:08:15	2011/01/06 12:09:00	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110106/', '20110106_131000_s4c1A.fts', '20110106_131009_s4c1A.fts', '20110106_131018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110106/', '20110106_131000_s4c1B.fts', '20110106_131009_s4c1B.fts', '20110106_131018_s4c1B.fts']
585	2011-01-07	22:08:15	2011-01-08	00:08:59	270	90	*	*	*	*	*	*	*	2011-01-07 22:08:15	2011-01-08 00:08:59	2011-01-07 21:08:15	2011-01-07 23:08:59	2011-01-07 20:08:15	2011-01-07 22:08:59	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110107/', '20110107_191000_s4c1A.fts', '20110107_191009_s4c1A.fts', '20110107_191018_s4c1A.fts']	No triada	2011/01/07 19:08:15	2011/01/07 21:08:59	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110107/', '20110107_201000_s4c1A.fts', '20110107_201009_s4c1A.fts', '20110107_201018_s4c1A.fts']	
586	2011-01-08	04:08:15	2011-01-08	10:08:59	90	270	*	*	*	*	*	*	*	2011-01-08 04:08:15	2011-01-08 10:08:59	2011-01-08 03:08:15	2011-01-08 09:08:59	2011-01-08 02:08:15	2011-01-08 08:08:59	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110108/', '20110108_011000_s4c1A.fts', '20110108_011009_s4c1A.fts', '20110108_011018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110108/', '20110108_071000_s4c1B.fts', '20110108_071009_s4c1B.fts', '20110108_071018_s4c1B.fts']	2011/01/08 01:08:15	2011/01/08 07:08:59	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110108/', '20110108_021000_s4c1A.fts', '20110108_021009_s4c1A.fts', '20110108_021018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110108/', '20110108_081000_s4c1B.fts', '20110108_081009_s4c1B.fts', '20110108_081018_s4c1B.fts']
587	2011-01-09	23:08:15	2011-01-10	01:08:59	45	315	*	*	*	*	*	*	*	2011-01-09 23:08:15	2011-01-10 01:08:59	2011-01-09 22:08:15	2011-01-10 00:08:59	2011-01-09 21:08:15	2011-01-09 23:08:59	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110109/', '20110109_201000_s4c1A.fts', '20110109_201009_s4c1A.fts', '20110109_201018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110109/', '20110109_221000_s4c1B.fts', '20110109_221009_s4c1B.fts', '20110109_221018_s4c1B.fts']	2011/01/09 20:08:15	2011/01/09 22:08:59	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110109/', '20110109_211000_s4c1A.fts', '20110109_211009_s4c1A.fts', '20110109_211018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110109/', '20110109_231000_s4c1B.fts', '20110109_231009_s4c1B.fts', '20110109_231018_s4c1B.fts']
588	2011-01-11	00:08:15	2011-01-11	01:08:58	270	90	*	*	*	*	*	*	*	2011-01-11 00:08:15	2011-01-11 01:08:58	2011-01-10 23:08:15	2011-01-11 00:08:58	2011-01-10 22:08:15	2011-01-10 23:08:58	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110110/', '20110110_211000_s4c1A.fts', '20110110_211009_s4c1A.fts', '20110110_211018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110110/', '20110110_221000_s4c1B.fts', '20110110_221009_s4c1B.fts', '20110110_221018_s4c1B.fts']	2011/01/10 21:08:15	2011/01/10 22:08:58	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110110/', '20110110_221000_s4c1A.fts', '20110110_221009_s4c1A.fts', '20110110_221018_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110110/', '20110110_231000_s4c1B.fts', '20110110_231009_s4c1B.fts', '20110110_231018_s4c1B.fts']
